id,host_id,host_name,room_type,disctricts,neighbourhoods,price,number_of_reviews,latitude,longitude
27973498,156842922,Georgian,Hotel room,Centro,Universidad,50,1,40.42183,-3.70166
27973533,156842922,Georgian,Hotel room,Centro,Universidad,50,0,40.42033,-3.70235
27973602,156842922,Georgian,Hotel room,Centro,Universidad,50,0,40.42165,-3.7026
27973655,156842922,Georgian,Hotel room,Centro,Universidad,50,0,40.42131,-3.70235
27973705,9885245,My Mad Madrid,Entire home/apt,Arganzuela,Delicias,60,71,40.39603,-3.69451
27973710,156842922,Georgian,Hotel room,Centro,Universidad,45,1,40.42172,-3.703
27973997,156842922,Georgian,Hotel room,Centro,Universidad,60,0,40.42053,-3.70244
27974236,211284408,Desiree,Entire home/apt,Centro,Embajadores,59,45,40.40926,-3.70463
27974312,96436426,Malasana Central Suites,Entire home/apt,Centro,Universidad,100,0,40.4242,-3.70594
27974500,21514948,Maria,Entire home/apt,Centro,Embajadores,77,1,40.4068,-3.70147
27975724,21514948,Maria,Entire home/apt,Centro,Embajadores,65,0,40.40848,-3.70303
27977566,21514948,Maria,Entire home/apt,Centro,Embajadores,101,1,40.4085,-3.70139
27978607,19182063,John,Private room,Centro,Universidad,35,48,40.42193,-3.7033
27978869,22679983,Michael,Entire home/apt,Centro,Embajadores,79,28,40.41251,-3.70114
27979338,186521332,Miriam & Aaron,Private room,Centro,Cortes,45,90,40.41305,-3.69733
27980291,186521332,Miriam & Aaron,Entire home/apt,Centro,Cortes,140,34,40.41182,-3.69573
27980452,209227391,Ignacio,Entire home/apt,Moratalaz,Media Legua,89,47,40.41229,-3.66067
27981032,9885245,My Mad Madrid,Entire home/apt,Centro,Embajadores,60,41,40.40884,-3.71003
27984441,52841463,Beatriz,Entire home/apt,Centro,Palacio,98,79,40.42031,-3.70813
27985952,19182063,John,Private room,Centro,Universidad,35,54,40.4234,-3.70234
27993269,211430153,Isabel,Private room,Puente de Vallecas,Entrevías,20,1,40.37916,-3.67084
27997530,9885245,My Mad Madrid,Entire home/apt,Chamartín,Prosperidad,65,39,40.44346,-3.67039
27997794,49346824,Alejandro,Entire home/apt,Moncloa - Aravaca,Argüelles,70,37,40.42308,-3.71429
27998806,21514948,Maria,Entire home/apt,Centro,Sol,55,1,40.41522,-3.70215
27998829,162076373,Veronica,Private room,Tetuán,Almenara,38,23,40.47087,-3.6919
27999941,92257396,Ian James,Private room,Centro,Embajadores,32,21,40.40842,-3.70028
28000160,211475024,Alvaro,Entire home/apt,Tetuán,Cuatro Caminos,89,15,40.44902,-3.69742
28003483,186521332,Miriam & Aaron,Private room,Centro,Cortes,40,90,40.41194,-3.69773
28017507,6903368,Miguel,Private room,Centro,Justicia,65,12,40.42086,-3.69658
28019854,49642235,Roberto,Entire home/apt,Hortaleza,Valdefuentes,200,1,40.49225,-3.656
28020769,211635334,Raquel,Private room,Retiro,Pacífico,40,0,40.40292,-3.67784
28021058,3402109,Clara,Entire home/apt,Hortaleza,Valdefuentes,75,0,40.48915,-3.67147
28023053,156607374,NicolÃ¡s,Private room,Moratalaz,Media Legua,35,64,40.40807,-3.66172
28027042,11373637,LucÃ­a,Private room,Moratalaz,Fontarrón,26,19,40.40039,-3.63934
28028456,210253114,Jp,Private room,Centro,Cortes,40,49,40.41429,-3.69746
28039954,34212673,Marli,Private room,Moncloa - Aravaca,Ciudad Universitaria,100,3,40.44882,-3.71249
28042269,901218,Myrko,Private room,Centro,Cortes,38,17,40.41785,-3.69553
28042281,40573594,Sergio,Entire home/apt,Arganzuela,Imperial,56,28,40.40844,-3.71681
28042547,901218,Myrko,Private room,Centro,Cortes,48,11,40.41652,-3.69728
28043670,35575308,Mario,Private room,Centro,Justicia,40,34,40.42036,-3.70021
28047743,178918260,Raquel,Entire home/apt,Centro,Universidad,62,9,40.42517,-3.7022
28049357,46959915,Andre,Private room,Tetuán,Almenara,29,47,40.46656,-3.69576
28050289,86112510,Jaime JosÃ©,Private room,Salamanca,Fuente del Berro,25,1,40.42545,-3.66209
28050940,2711109,Yolanda ... /Alrezkate S.L,Entire home/apt,Centro,Embajadores,144,20,40.40844,-3.70014
28051921,146337122,Gianfranco,Private room,Moncloa - Aravaca,Ciudad Universitaria,20,8,40.45553,-3.71619
28053152,186521332,Miriam & Aaron,Private room,Centro,Cortes,42,86,40.41254,-3.69572
28057337,62227635,Su,Entire home/apt,Centro,Universidad,52,39,40.42153,-3.70311
28058895,987393,Silvia,Private room,Latina,Aluche,120,0,40.3915,-3.75693
28062308,16219667,L Leopoldo,Entire home/apt,Centro,Justicia,121,43,40.42218,-3.69679
28062392,21514948,Maria,Entire home/apt,Centro,Cortes,48,0,40.41497,-3.70013
28063741,9885245,My Mad Madrid,Entire home/apt,Centro,Universidad,50,60,40.42692,-3.70882
28064358,9885245,My Mad Madrid,Entire home/apt,Salamanca,Goya,50,48,40.42402,-3.67757
28066489,212016128,Vacaciones,Entire home/apt,Barajas,Alameda de Osuna,120,1,40.45329,-3.60239
28069067,206857410,Meduzza,Private room,Puente de Vallecas,San Diego,25,0,40.38768,-3.66548
28069969,206857410,Meduzza,Private room,Puente de Vallecas,San Diego,20,2,40.38705,-3.66466
28070684,211979228,Gema,Entire home/apt,Centro,Justicia,58,17,40.42573,-3.69786
28072512,40126584,Richard,Entire home/apt,Chamberí,Almagro,180,2,40.42806,-3.69417
28073366,210313799,Maria Das Gracas,Private room,Carabanchel,Comillas,55,42,40.39321,-3.70947
28074419,190636636,Viviana,Private room,Ciudad Lineal,Pueblo Nuevo,25,13,40.42584,-3.63385
28080007,69860520,Daura,Entire home/apt,Arganzuela,Acacias,55,5,40.40256,-3.70101
28080849,110324971,Ignacio,Entire home/apt,Tetuán,Berruguete,65,13,40.46168,-3.70411
28086186,212059298,Nick,Private room,Centro,Palacio,48,140,40.41079,-3.70918
28086443,212059298,Nick,Private room,Centro,Embajadores,53,88,40.41022,-3.70835
28086502,212059298,Nick,Private room,Centro,Embajadores,46,149,40.40928,-3.70788
28089333,22321820,Vanrays,Entire home/apt,Centro,Sol,210,24,40.41615,-3.70266
28093510,163428612,Healthy Karma,Entire home/apt,Retiro,Jerónimos,190,19,40.41897,-3.68801
28097054,212238308,Macarena,Entire home/apt,Centro,Embajadores,125,39,40.41332,-3.7014
28097933,41755300,Ruben,Private room,Ciudad Lineal,Pueblo Nuevo,33,15,40.43055,-3.63546
28098438,206490044,Jorge,Entire home/apt,Tetuán,Almenara,80,7,40.46566,-3.69372
28114384,77489120,Pablo,Entire home/apt,Tetuán,Berruguete,109,87,40.46082,-3.70471
28114982,212366554,Genesis Isabel Y Juan,Entire home/apt,Carabanchel,San Isidro,70,30,40.39788,-3.71632
28116477,212387631,Marta,Entire home/apt,Centro,Universidad,80,61,40.42454,-3.70284
28119015,188303200,Martha,Private room,Puente de Vallecas,San Diego,35,0,40.38694,-3.66901
28120654,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,40,5,40.4163,-3.70778
28120790,51647919,Jose Luis,Entire home/apt,Centro,Universidad,500,51,40.42214,-3.70721
28120823,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,40,0,40.41662,-3.70806
28121571,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,0,40.41654,-3.70774
28122644,22962247,Margaux,Entire home/apt,Centro,Cortes,125,2,40.41394,-3.69685
28128505,81342377,Amy,Private room,Chamberí,Arapiles,25,1,40.43379,-3.70913
28129951,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,1,40.41767,-3.70741
28130028,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,2,40.41713,-3.70778
28130214,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,0,40.41708,-3.70821
28130390,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,0,40.41805,-3.70834
28130734,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,0,40.41662,-3.70785
28130778,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,100,0,40.41688,-3.70798
28130815,211991262,Hostal Las Fuentes,Hotel room,Centro,Sol,60,2,40.41803,-3.70801
28141817,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,95,32,40.41264,-3.70764
28143082,102947901,Claudia,Entire home/apt,Centro,Palacio,165,25,40.41142,-3.70869
28144025,212454266,Carlos,Entire home/apt,Centro,Embajadores,80,20,40.40973,-3.7092
28145712,37886438,Manuel,Private room,Retiro,Adelfas,26,83,40.40005,-3.67053
28146754,8119585,Kyle,Entire home/apt,Puente de Vallecas,Numancia,80,15,40.40007,-3.6678
28149713,212623477,Eva & Lucas,Entire home/apt,Centro,Universidad,59,63,40.42813,-3.70295
28153809,87541040,Karina,Private room,Chamberí,Rios Rosas,35,12,40.43925,-3.69669
28158229,209458949,Charo,Entire home/apt,Tetuán,Valdeacederas,95,34,40.46629,-3.70497
28159325,34331457,Jay,Private room,Centro,Embajadores,33,25,40.40825,-3.697
28167482,45935972,Manuel,Shared room,Centro,Justicia,15,22,40.42077,-3.69816
28169958,99018982,Alterhome,Entire home/apt,Chamberí,Almagro,91,2,40.43558,-3.6924
28170391,2564339,Alfonso & Guillermo,Entire home/apt,Centro,Palacio,80,4,40.42095,-3.71177
28170677,139595528,Limani,Entire home/apt,Centro,Palacio,50,17,40.40986,-3.71236
28171624,181985578,Maria Francis,Entire home/apt,Centro,Cortes,65,2,40.41322,-3.69624
28172480,141849362,Ho,Private room,Moncloa - Aravaca,Ciudad Universitaria,300,0,40.46278,-3.74868
28172498,210253114,Jp,Private room,Centro,Cortes,25,40,40.41277,-3.69924
28175961,44985856,Nelly,Private room,Moncloa - Aravaca,Casa de Campo,28,42,40.42314,-3.71777
28176022,211979228,Gema,Entire home/apt,Centro,Justicia,85,34,40.42541,-3.69663
28177193,167928798,Javier Y Lucia,Entire home/apt,Ciudad Lineal,Pueblo Nuevo,51,37,40.42472,-3.64032
28178039,102947901,Claudia,Entire home/apt,Centro,Cortes,75,1,40.41495,-3.69836
28178043,102947901,Claudia,Entire home/apt,Centro,Cortes,80,10,40.41561,-3.69903
28178536,201989406,11th Principe,Hotel room,Centro,Cortes,118,0,40.41513,-3.69917
28178540,201989406,11th Principe,Hotel room,Centro,Cortes,158,0,40.41535,-3.69924
28178892,13184219,Jose,Entire home/apt,Latina,Lucero,75,7,40.40877,-3.74327
28188353,5447249,Mercedes,Entire home/apt,Centro,Justicia,60,6,40.41987,-3.69783
28190985,3340405,Esteban,Private room,Carabanchel,Buenavista,35,8,40.36346,-3.75903
28195509,34757264,Estefania,Entire home/apt,Centro,Sol,55,3,40.41768,-3.7009
28196328,212960619,Isabel,Entire home/apt,Centro,Sol,150,57,40.41559,-3.7053
28197432,190925854,Alec,Entire home/apt,Centro,Sol,150,0,40.41534,-3.70503
28197649,190925854,Alec,Entire home/apt,Centro,Sol,600,1,40.41517,-3.70668
28202580,45935972,Manuel,Shared room,Centro,Justicia,15,16,40.42023,-3.69913
28209067,205946107,,Private room,Carabanchel,Comillas,59,25,40.39242,-3.70798
28211494,121715199,Elena,Private room,Ciudad Lineal,San Pascual,16,0,40.44488,-3.65675
28212304,8815003,Maite,Private room,Chamartín,Hispanoamérica,25,7,40.45534,-3.67643
28212544,213092449,Patricia,Entire home/apt,Centro,Cortes,75,4,40.413,-3.6954
28212906,190925854,Alec,Entire home/apt,Centro,Sol,300,3,40.41533,-3.7066
28213426,190925854,Alec,Entire home/apt,Centro,Sol,300,1,40.41644,-3.70494
28214328,48033079,Isaac,Entire home/apt,Centro,Universidad,79,51,40.42677,-3.70944
28216620,199074597,Jackie,Private room,Retiro,Ibiza,50,4,40.41818,-3.67708
28219068,38726737,Maria & Mike,Entire home/apt,Centro,Justicia,180,3,40.42204,-3.69892
28219382,40361775,Lavaughn,Private room,Chamartín,Ciudad Jardín,29,1,40.4475,-3.67598
28220293,38726737,Maria & Mike,Entire home/apt,Centro,Palacio,280,2,40.41605,-3.7121
28220842,213159414,Cristina,Entire home/apt,Centro,Palacio,50,49,40.42082,-3.70804
28222114,45935972,Manuel,Shared room,Centro,Justicia,18,28,40.42048,-3.6993
28222589,213173424,Xisha,Entire home/apt,Centro,Universidad,48,83,40.42492,-3.70481
28225841,8838436,Romulo,Private room,Centro,Embajadores,42,2,40.40935,-3.6983
28232125,213160002,Ivan,Private room,Barajas,Timón,49,101,40.47077,-3.58603
28236700,44985856,Nelly,Private room,Moncloa - Aravaca,Casa de Campo,35,14,40.42283,-3.71891
28237035,111418937,Elisa,Entire home/apt,Tetuán,Berruguete,55,47,40.46013,-3.70107
28237489,26999455,Eva,Private room,Barajas,Timón,38,183,40.47179,-3.58204
28238000,162025716,Diego Lopez,Private room,Chamartín,Hispanoamérica,32,38,40.45688,-3.67745
28238152,45935972,Manuel,Shared room,Centro,Justicia,15,21,40.42005,-3.69836
28239404,34331457,Jay,Private room,Centro,Embajadores,26,14,40.40851,-3.69476
28239626,107141654,Leeways,Entire home/apt,Salamanca,Castellana,200,70,40.43488,-3.68245
28239777,45935972,Manuel,Shared room,Centro,Justicia,16,9,40.41936,-3.6977
28239958,45935972,Manuel,Shared room,Centro,Justicia,15,13,40.42028,-3.69966
28241175,213305234,Elham,Shared room,Moncloa - Aravaca,Argüelles,100,1,40.42648,-3.71314
28242594,208669859,Edwin,Private room,Villaverde,San Andrés,25,10,40.34363,-3.70746
28242849,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,6,40.41203,-3.70148
28243068,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41221,-3.70167
28243305,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41238,-3.69986
28243544,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,1,40.41218,-3.70019
28243613,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41349,-3.70166
28243710,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41274,-3.7001
28243786,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41203,-3.70016
28243895,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41247,-3.70117
28243956,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41278,-3.701
28244081,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41265,-3.70028
28244214,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41206,-3.70036
28244292,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Cortes,999,0,40.41358,-3.70171
28244399,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41292,-3.70123
28244501,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41268,-3.69971
28244565,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41261,-3.69974
28244627,198579069,Axel Hotel Madrid - Adults Only,Hotel room,Centro,Embajadores,999,0,40.41347,-3.70146
28245006,38726737,Maria & Mike,Entire home/apt,Centro,Cortes,280,13,40.41412,-3.69611
28245423,96307348,Madrid Cosy Rentals,Entire home/apt,Centro,Cortes,65,63,40.41174,-3.69773
28246094,213341615,Smadar,Entire home/apt,Centro,Universidad,90,79,40.42439,-3.70317
28249073,48033079,Isaac,Entire home/apt,Centro,Universidad,69,47,40.4245,-3.70884
28253224,13184219,Jose,Private room,Latina,Lucero,25,0,40.40873,-3.74295
28253271,48033079,Isaac,Entire home/apt,Centro,Universidad,67,20,40.42475,-3.70759
28253502,13184219,Jose,Private room,Latina,Lucero,40,5,40.40925,-3.74299
28253714,13184219,Jose,Private room,Latina,Puerta del Angel,30,3,40.40912,-3.74117
28254492,35186383,Ming,Private room,Usera,Moscardó,25,9,40.38546,-3.71105
28264183,45935972,Manuel,Shared room,Centro,Justicia,15,12,40.42006,-3.69914
28264941,213155966,Angel,Entire home/apt,Puente de Vallecas,San Diego,65,130,40.39604,-3.66604
28265740,48033079,Isaac,Entire home/apt,Centro,Universidad,63,27,40.42672,-3.70938
28265991,212960619,Isabel,Entire home/apt,Centro,Sol,200,50,40.4173,-3.70166
28266948,32046323,Juan,Entire home/apt,Centro,Sol,258,0,40.41877,-3.70096
28267061,213488532,Pablo,Entire home/apt,Centro,Universidad,70,30,40.42374,-3.70987
28269412,213502327,Javier Arnulfo GonzÃ¡lez,Private room,Centro,Justicia,40,64,40.42353,-3.7005
28272253,61370170,Ana-Stay At Home Madrid Apartment,Entire home/apt,Centro,Sol,184,36,40.41413,-3.70774
28276924,213555462,Nicolas,Entire home/apt,Chamberí,Rios Rosas,145,9,40.44228,-3.698
28277572,10259877,Mario,Private room,Salamanca,Goya,100,11,40.42511,-3.66998
28278695,139595528,Limani,Entire home/apt,Moncloa - Aravaca,Casa de Campo,38,23,40.42574,-3.73206
28280983,137289804,Claudia,Private room,Latina,Aluche,16,93,40.39197,-3.76175
28281485,213585585,Francisco,Private room,Ciudad Lineal,Ventas,16,8,40.42245,-3.65353
28281711,213577311,Flavie,Entire home/apt,Centro,Palacio,140,40,40.4204,-3.70716
28286006,122348456,Addymar,Private room,San Blas - Canillejas,Canillejas,20,55,40.43658,-3.61052
28294421,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Embajadores,100,40,40.41279,-3.70743
28294427,212960619,Isabel,Entire home/apt,Centro,Sol,75,42,40.4166,-3.7065
28295122,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,95,42,40.41297,-3.70823
28295823,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,105,28,40.41314,-3.70842
28296586,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Embajadores,105,20,40.41371,-3.70693
28296850,156049606,Isabel,Entire home/apt,Centro,Universidad,65,37,40.42752,-3.70688
28297360,213671081,Esther Y Juan,Entire home/apt,Centro,Sol,125,34,40.4169,-3.70764
28297452,79047367,Miguel,Entire home/apt,Centro,Palacio,200,35,40.41099,-3.70999
28298754,213671081,Esther Y Juan,Entire home/apt,Centro,Sol,200,46,40.417,-3.70859
28300401,213715895,David,Entire home/apt,Chamartín,El Viso,58,0,40.44312,-3.67869
28300557,213671081,Esther Y Juan,Entire home/apt,Centro,Sol,200,40,40.4182,-3.70779
28300792,64887162,Alain,Entire home/apt,Centro,Embajadores,39,68,40.41025,-3.70357
28302100,17499500,Iakai Homes,Entire home/apt,Centro,Justicia,85,20,40.42181,-3.69866
28302726,14032635,Carlos,Entire home/apt,Carabanchel,OpaÃ±el,120,1,40.39363,-3.71728
28303838,29923104,ConcepciÃ³n,Entire home/apt,Chamartín,Hispanoamérica,178,3,40.4528,-3.68508
28305959,213755148,Estefania,Entire home/apt,Centro,Palacio,155,58,40.41777,-3.7096
28306152,198455622,Roisa,Entire home/apt,Centro,Universidad,400,3,40.42882,-3.70602
28306588,198455622,Roisa,Entire home/apt,Centro,Universidad,600,1,40.4293,-3.70731
28310895,5542111,Melvin Enrique,Entire home/apt,Centro,Universidad,60,0,40.42154,-3.70583
28311594,5542111,Melvin Enrique,Entire home/apt,Centro,Universidad,110,71,40.42168,-3.70116
28312054,198455622,Roisa,Entire home/apt,Centro,Universidad,1200,4,40.42818,-3.70584
28322488,8220618,Jerome,Entire home/apt,Salamanca,Castellana,76,3,40.43604,-3.68326
28323311,107141654,Leeways,Entire home/apt,Centro,Universidad,100,31,40.42696,-3.70571
28324814,213886238,Oscar,Entire home/apt,Centro,Embajadores,90,42,40.41217,-3.70066
28325674,17454576,Alejandro,Entire home/apt,Chamberí,Arapiles,100,2,40.4305,-3.71157
28325769,133699127,Francisco,Entire home/apt,Centro,Palacio,224,17,40.42211,-3.71002
28330061,213776042,Alberto,Entire home/apt,Centro,Justicia,150,21,40.42528,-3.69916
28331494,213776042,Alberto,Entire home/apt,Centro,Justicia,150,21,40.42366,-3.69968
28331896,69381155,Elisa,Entire home/apt,Centro,Universidad,45,0,40.42343,-3.70753
28335355,213961000,Pilar,Entire home/apt,Carabanchel,Comillas,135,3,40.39617,-3.71466
28335478,213958852,Madrid Suites,Entire home/apt,Centro,Universidad,1000,0,40.4213,-3.70156
28335680,213958852,Madrid Suites,Entire home/apt,Centro,Universidad,900,0,40.42094,-3.70303
28337417,137924277,Shimeng,Private room,Latina,Campamento,16,7,40.39788,-3.77
28337798,137924277,Shimeng,Private room,Latina,Campamento,12,5,40.39817,-3.77009
28341525,12381498,Cristina,Private room,Centro,Embajadores,24,63,40.40888,-3.69701
28349715,213942287,Steffen,Entire home/apt,Centro,Palacio,109,1,40.40887,-3.71179
28356733,204793067,Andriu,Private room,Centro,Embajadores,29,7,40.40688,-3.70096
28357018,204793067,Andriu,Private room,Centro,Embajadores,30,57,40.40594,-3.70182
28357786,204793067,Andriu,Private room,Centro,Embajadores,32,68,40.40611,-3.70165
28358188,204793067,Andriu,Private room,Centro,Embajadores,32,69,40.40751,-3.70094
28360375,50569402,Hannah,Private room,Centro,Justicia,30,6,40.42585,-3.70005
28361004,84862099,Maxime,Entire home/apt,Centro,Universidad,45,0,40.42339,-3.70254
28362234,3233170,Ernesto,Entire home/apt,Arganzuela,Palos de Moguer,100,36,40.40433,-3.69738
28362764,172463449,Jin,Entire home/apt,Latina,Puerta del Angel,69,37,40.40863,-3.73145
28366142,52545059,Wendy,Shared room,Centro,Palacio,65,14,40.41821,-3.70971
28376350,60654444,Manolo,Private room,Retiro,Ibiza,25,2,40.41997,-3.67257
28378710,214119518,Mark,Entire home/apt,Centro,Universidad,89,46,40.4235,-3.70067
28379440,181909879,Sylwia,Entire home/apt,Centro,Embajadores,87,51,40.40968,-3.70872
28388357,8124160,Flavia,Entire home/apt,Centro,Justicia,450,4,40.42012,-3.69819
28395900,214377873,Borja,Entire home/apt,Puente de Vallecas,Numancia,55,80,40.39694,-3.66406
28396963,214385357,Kimberly,Private room,Puente de Vallecas,Numancia,35,75,40.40409,-3.66231
28397360,164713866,Marta,Entire home/apt,Centro,Sol,75,48,40.41664,-3.70114
28401415,132052,MÃ³nica,Private room,Centro,Cortes,80,5,40.41257,-3.69747
28404359,214442560,VerÃ³nica Diana,Private room,Puente de Vallecas,Palomeras Sureste,50,2,40.38637,-3.63929
28404617,25947594,Amor,Private room,Moncloa - Aravaca,Ciudad Universitaria,55,3,40.46137,-3.72326
28405513,214451705,Nelida,Private room,Carabanchel,San Isidro,35,25,40.39738,-3.71989
28405843,214454682,Angeles,Private room,Arganzuela,Imperial,35,37,40.40507,-3.72051
28408318,214470258,Jennyfer,Private room,Vicálvaro,Casco HistÃ³rico de Vicálvaro,28,3,40.39961,-3.60227
28419615,214117432,La Casita,Entire home/apt,Centro,Cortes,105,30,40.41779,-3.69745
28420157,45436631,Ricardo,Private room,Centro,Justicia,75,9,40.42235,-3.69771
28423651,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,180,32,40.41231,-3.70877
28424825,161394946,Xian,Entire home/apt,Centro,Justicia,79,41,40.42015,-3.69969
28425382,214233051,Pedro Luis,Private room,Centro,Sol,75,2,40.41541,-3.70276
28425383,214233051,Pedro Luis,Private room,Centro,Sol,135,0,40.41711,-3.70138
28425385,214233051,Pedro Luis,Private room,Centro,Sol,135,1,40.41711,-3.7013
28425390,214233051,Pedro Luis,Private room,Centro,Sol,155,0,40.41742,-3.70064
28427782,214607093,Tomas & Ylenia,Entire home/apt,Arganzuela,Delicias,52,12,40.39954,-3.69788
28429613,197014870,Celia,Private room,Moncloa - Aravaca,Argüelles,25,30,40.43181,-3.71959
28430938,46533685,Alicia  Y Juan,Shared room,Centro,Embajadores,30,0,40.40841,-3.70575
28431345,17774023,Clara,Private room,Arganzuela,Palos de Moguer,35,49,40.40534,-3.69253
28431752,46533685,Alicia  Y Juan,Private room,Centro,Embajadores,110,0,40.40844,-3.70595
28432127,46533685,Alicia  Y Juan,Private room,Centro,Embajadores,65,0,40.40985,-3.70617
28433349,206942792,Giormary,Entire home/apt,Centro,Embajadores,69,12,40.40626,-3.70252
28434361,214654818,Oscar,Entire home/apt,Centro,Justicia,99,6,40.42347,-3.69956
28435153,66879063,Karim,Private room,Latina,Puerta del Angel,20,12,40.41182,-3.73367
28436653,20437430,Luis,Entire home/apt,Arganzuela,Palos de Moguer,120,40,40.40241,-3.69292
28436814,9961870,Veronica,Entire home/apt,Arganzuela,Palos de Moguer,40,7,40.40256,-3.6997
28438967,35680970,Dj,Private room,Centro,Palacio,36,18,40.41372,-3.71121
28447659,214754543,Miosotis13,Entire home/apt,Tetuán,Valdeacederas,110,0,40.46436,-3.69991
28448046,105096855,Oscar,Private room,Ciudad Lineal,Concepción,45,4,40.44028,-3.64409
28449632,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,105,40,40.41313,-3.70741
28450660,214769404,Jesus,Private room,Centro,Embajadores,40,34,40.40993,-3.70307
28451053,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,90,36,40.41382,-3.70864
28451512,163428612,Healthy Karma,Entire home/apt,Retiro,Jerónimos,115,11,40.41906,-3.68785
28451601,40877988,Eduardo Y Raul,Entire home/apt,Centro,Palacio,65,45,40.41384,-3.71184
28451687,212572141,"Grupo Diez GestiÃ³n, S.A.",Entire home/apt,Centro,Palacio,100,49,40.41294,-3.70749
28455629,140692101,Alejandra,Entire home/apt,Arganzuela,Imperial,90,9,40.40491,-3.71328
28456263,214776389,Mario,Entire home/apt,Centro,Embajadores,42,75,40.40993,-3.70518
28457553,53295015,Yegucar 2000 Apartments Madrid,Entire home/apt,Centro,Embajadores,90,45,40.41046,-3.70707
28457605,14573633,Jaime_,Entire home/apt,Latina,Lucero,125,10,40.40226,-3.75936
28458353,40095668,Vicent,Entire home/apt,Centro,Universidad,70,32,40.42669,-3.70535
28459467,194114804,Carolina,Entire home/apt,Centro,Justicia,105,2,40.42784,-3.70088
28460900,6607891,Lara,Private room,Fuencarral - El Pardo,Pilar,15,16,40.47712,-3.71495
28465648,26125838,Paulo,Private room,Moncloa - Aravaca,Valdezarza,18,23,40.4689,-3.72282
28472611,6556421,Mari,Private room,Carabanchel,San Isidro,28,5,40.39819,-3.72105
28474765,214951143,Peter,Entire home/apt,Moncloa - Aravaca,Argüelles,200,15,40.42537,-3.71381
28476239,214958440,Roi,Entire home/apt,Centro,Universidad,120,47,40.42353,-3.70671
28478505,45935972,Manuel,Shared room,Centro,Justicia,15,4,40.42066,-3.69813
28479622,207473724,Jose,Shared room,Latina,Campamento,11,1,40.3988,-3.76753
28483456,215001670,Ivan,Entire home/apt,Retiro,Pacífico,109,6,40.40478,-3.67416
28484900,194288564,Laura,Entire home/apt,Arganzuela,Acacias,50,29,40.40174,-3.70071
28484999,121820168,Javi,Private room,Ciudad Lineal,Concepción,45,8,40.43811,-3.65169
28486761,126409390,Fabio,Private room,Centro,Universidad,50,15,40.42443,-3.70081
28487493,38737091,Kare & Fede,Entire home/apt,Centro,Universidad,60,66,40.42448,-3.70492
28488348,215038373,Vanessa,Private room,Retiro,Pacífico,35,43,40.40544,-3.68028
28489610,198455622,Roisa,Entire home/apt,Centro,Universidad,400,1,40.42921,-3.70728
28489710,198455622,Roisa,Entire home/apt,Centro,Universidad,500,1,40.42751,-3.70682
28489747,198455622,Roisa,Entire home/apt,Centro,Universidad,600,0,40.42739,-3.7059
28489819,198455622,Roisa,Entire home/apt,Centro,Universidad,600,1,40.42834,-3.70695
28500578,44985856,Nelly,Private room,Moncloa - Aravaca,Casa de Campo,23,15,40.42139,-3.71904
